episode_id,p1_archetype,p2_archetype,outcome,duration_sec,boss_hp_remaining,total_damage_to_boss,total_damage_to_players,p1_skills_unlocked,p2_skills_unlocked,phase_reached,cumulative_reward,boss_travel_dist,idle_ratio,fwd_ratio,rot_ratio,back_ratio
135,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.387,342.9,0.025,0.435,0.073,0.467
136,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.702,344.4,0.025,0.470,0.083,0.422
137,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.400,329.8,0.048,0.409,0.080,0.463
138,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.615,335.4,0.035,0.442,0.090,0.433
139,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.334,330.5,0.038,0.367,0.070,0.525
140,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.144,335.7,0.041,0.413,0.070,0.475
141,CC,CC,BossWin,6.8,1.000,0,0,0,0,0,1.251,77.4,0.006,0.432,0.089,0.473
142,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.577,343.2,0.039,0.454,0.067,0.440
143,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.911,337.3,0.055,0.453,0.068,0.423
144,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.136,335.8,0.052,0.408,0.057,0.483
145,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.746,319.9,0.055,0.383,0.093,0.468
146,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.587,335.8,0.023,0.403,0.083,0.490
147,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.178,343.9,0.022,0.413,0.063,0.501
148,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.250,346.5,0.012,0.448,0.080,0.460
149,Ranged,CC,BossWin,19.4,1.000,0,0,0,0,0,0.877,220.8,0.019,0.441,0.088,0.453
150,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.512,327.4,0.038,0.399,0.093,0.470
151,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.682,325.6,0.035,0.367,0.089,0.510
152,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.270,338.6,0.028,0.403,0.070,0.499
153,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.260,333.4,0.030,0.370,0.070,0.530
154,CC,Ranged,BossWin,18.2,1.000,0,0,0,0,0,1.083,213.2,0.013,0.476,0.077,0.434
155,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.384,327.9,0.041,0.407,0.093,0.460
156,Ranged,Melee,BossWin,6.9,1.000,0,0,0,0,0,1.189,80.2,0.075,0.520,0.043,0.361
157,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.262,335.2,0.020,0.383,0.080,0.517
158,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.542,336.7,0.040,0.410,0.067,0.483
159,Melee,Melee,BossWin,23.9,1.000,0,0,0,0,0,0.795,266.9,0.042,0.385,0.059,0.514
160,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.343,338.7,0.031,0.426,0.077,0.467
161,Hybrid,Hybrid,BossWin,10.1,1.000,0,0,0,0,0,1.217,114.2,0.022,0.442,0.089,0.446
162,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.554,329.5,0.021,0.422,0.113,0.443
163,Ranged,Ranged,BossWin,7.7,1.000,0,0,0,0,0,1.244,88.7,0.031,0.503,0.091,0.376
164,Melee,Ranged,BossWin,8.1,1.000,0,0,0,0,0,1.707,91.8,0.027,0.428,0.074,0.470
165,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.060,344.7,0.018,0.402,0.060,0.520
166,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.048,371.5,0.018,0.562,0.043,0.377
167,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.779,345.1,0.028,0.429,0.060,0.483
168,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.349,330.5,0.048,0.390,0.070,0.492
169,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.519,323.6,0.048,0.370,0.083,0.499
170,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.611,339.3,0.035,0.455,0.083,0.427
171,Hybrid,Melee,BossWin,26.7,1.000,0,0,0,0,0,0.730,304.1,0.017,0.432,0.083,0.469
172,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.509,328.3,0.043,0.377,0.077,0.503
173,Ranged,Ranged,BossWin,17.0,1.000,0,0,0,0,0,0.865,192.5,0.011,0.471,0.112,0.406
174,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.320,333.0,0.020,0.367,0.080,0.533
175,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.417,343.8,0.020,0.423,0.070,0.487
176,Hybrid,CC,BossWin,30.0,1.000,0,0,0,0,0,0.696,331.5,0.017,0.363,0.087,0.533
177,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.580,329.4,0.043,0.410,0.087,0.460
178,Melee,Melee,TouchTimeout_None,30.0,1.000,0,0,0,0,0,-1.074,337.8,0.037,0.387,0.057,0.520
179,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.515,342.3,0.030,0.420,0.063,0.487
180,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.843,343.0,0.017,0.387,0.060,0.537
181,Ranged,Hybrid,BossWin,19.6,1.000,0,0,0,0,0,0.657,217.4,0.031,0.479,0.117,0.373
182,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.035,345.2,0.034,0.443,0.060,0.463
183,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.300,340.6,0.027,0.409,0.067,0.497
184,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.423,341.2,0.024,0.406,0.067,0.503
185,Melee,Hybrid,BossWin,12.5,1.000,0,0,0,0,0,1.139,139.8,0.010,0.408,0.104,0.478
186,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.171,344.2,0.023,0.417,0.063,0.497
187,Ranged,Ranged,BossWin,17.7,1.000,0,0,0,0,0,1.080,204.6,0.016,0.447,0.074,0.464
188,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.037,334.3,0.027,0.447,0.103,0.423
189,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.580,344.8,0.023,0.377,0.043,0.557
190,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.258,343.6,0.003,0.383,0.070,0.543
191,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.167,345.0,0.027,0.463,0.077,0.433
192,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.608,363.3,0.017,0.537,0.060,0.387
193,CC,Ranged,BossWin,12.9,1.000,0,0,0,0,0,1.122,145.7,0.008,0.433,0.101,0.458
194,CC,Ranged,BossWin,21.7,1.000,0,0,0,0,0,0.834,246.2,0.033,0.424,0.069,0.474
195,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.223,360.4,0.023,0.523,0.057,0.397
196,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.963,348.3,0.037,0.550,0.093,0.320
197,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.576,366.9,0.013,0.517,0.043,0.427
198,Ranged,Ranged,BossWin,15.8,1.000,0,0,0,0,0,1.210,190.4,0.006,0.506,0.063,0.424
199,Hybrid,Ranged,BossWin,23.4,1.000,0,0,0,0,0,0.920,271.7,0.021,0.436,0.060,0.483
200,Melee,Melee,TouchTimeout_None,30.0,1.000,0,0,0,0,0,-1.090,344.7,0.020,0.407,0.060,0.513
201,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.170,343.9,0.013,0.393,0.063,0.530
202,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.309,342.3,0.020,0.397,0.063,0.520
203,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.447,355.0,0.020,0.507,0.070,0.403
204,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.182,342.9,0.010,0.370,0.060,0.560
205,CC,CC,BossWin,11.9,1.000,0,0,0,0,0,1.192,139.6,0.050,0.503,0.050,0.396
206,Hybrid,Ranged,BossWin,18.4,1.000,0,0,0,0,0,0.767,201.3,0.037,0.418,0.098,0.447
207,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.750,346.0,0.024,0.449,0.070,0.457
208,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.345,354.1,0.014,0.423,0.043,0.519
209,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.268,346.6,0.024,0.453,0.070,0.453
210,Hybrid,Hybrid,BossWin,21.6,1.000,0,0,0,0,0,0.923,243.9,0.038,0.416,0.065,0.481
211,CC,Hybrid,BossWin,17.5,1.000,0,0,0,0,0,1.145,208.2,0.013,0.497,0.068,0.422
212,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.025,348.4,0.007,0.403,0.060,0.530
213,CC,Ranged,BossWin,29.1,1.000,0,0,0,0,0,0.660,339.6,0.021,0.489,0.079,0.412
214,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.063,345.9,0.017,0.423,0.067,0.493
215,Hybrid,Ranged,BossWin,14.6,1.000,0,0,0,0,0,1.023,169.8,0.045,0.497,0.062,0.397
216,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.192,350.0,0.018,0.410,0.047,0.525
217,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.446,343.6,0.031,0.430,0.062,0.477
218,Melee,Ranged,BossWin,11.7,1.000,0,0,0,0,0,1.078,131.7,0.055,0.440,0.060,0.445
219,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.092,367.8,0.022,0.570,0.055,0.353
220,CC,Melee,BossWin,24.2,1.000,0,0,0,0,0,0.925,275.1,0.023,0.411,0.070,0.496
221,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.453,339.0,0.029,0.400,0.067,0.505
222,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.280,338.2,0.022,0.408,0.080,0.490
223,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.116,352.1,0.005,0.410,0.053,0.532
224,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.027,353.9,0.015,0.423,0.043,0.519
225,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.399,336.3,0.018,0.410,0.090,0.482
226,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.179,360.2,0.015,0.423,0.023,0.539
227,Melee,CC,BossWin,18.6,1.000,0,0,0,0,0,1.004,217.1,0.029,0.451,0.054,0.466
228,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.101,340.9,0.007,0.403,0.083,0.506
229,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.076,349.9,0.011,0.416,0.057,0.517
230,Hybrid,Melee,BossWin,18.3,1.000,0,0,0,0,0,1.037,214.5,0.012,0.452,0.066,0.470
231,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.309,340.9,0.011,0.380,0.070,0.539
232,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.324,355.1,0.021,0.493,0.063,0.423
233,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.014,351.7,0.004,0.406,0.053,0.537
234,CC,Hybrid,BossWin,24.1,1.000,0,0,0,0,0,0.943,278.4,0.022,0.453,0.071,0.455
235,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.181,348.6,0.012,0.417,0.060,0.511
236,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.922,351.1,0.015,0.475,0.073,0.437
237,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.092,355.2,0.012,0.411,0.037,0.540
238,Hybrid,Hybrid,BossWin,26.0,1.000,0,0,0,0,0,0.827,313.8,0.018,0.552,0.069,0.362
239,CC,Melee,BossWin,19.2,1.000,0,0,0,0,0,0.999,221.0,0.024,0.429,0.063,0.485
240,CC,CC,BossWin,19.5,1.000,0,0,0,0,0,1.001,223.4,0.020,0.452,0.082,0.447
241,Melee,CC,BossWin,2.6,1.000,0,0,0,0,0,1.850,33.0,0.000,0.690,0.078,0.233
242,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.129,353.9,0.004,0.453,0.067,0.476
243,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.182,352.0,0.017,0.377,0.027,0.579
244,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.323,348.1,0.011,0.426,0.067,0.497
245,CC,Melee,BossWin,17.5,1.000,0,0,0,0,0,1.034,204.6,0.013,0.460,0.069,0.458
246,Hybrid,Melee,BossWin,10.1,1.000,0,0,0,0,0,1.197,120.5,0.026,0.510,0.059,0.405
247,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.132,351.7,0.011,0.415,0.050,0.523
248,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.010,345.9,0.015,0.403,0.060,0.522
249,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.103,346.5,0.021,0.400,0.050,0.529
250,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.233,337.4,0.018,0.363,0.067,0.552
251,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.169,352.8,0.008,0.423,0.053,0.515
252,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.463,339.8,0.018,0.397,0.073,0.512
253,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.048,344.3,0.011,0.383,0.060,0.545
254,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.132,345.6,0.011,0.409,0.067,0.513
255,Ranged,Ranged,BossWin,21.0,1.000,0,0,0,0,0,1.118,241.5,0.011,0.387,0.057,0.544
256,Ranged,Ranged,BossWin,15.6,1.000,0,0,0,0,0,0.885,173.7,0.024,0.456,0.109,0.411
257,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.494,353.7,0.013,0.403,0.037,0.547
258,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.132,347.8,0.010,0.407,0.060,0.523
259,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.015,356.2,0.007,0.430,0.047,0.517
260,CC,CC,BossWin,17.2,1.000,0,0,0,0,0,1.150,209.6,0.006,0.506,0.052,0.436
261,Ranged,Melee,BossWin,13.9,1.000,0,0,0,0,0,1.284,163.4,0.020,0.417,0.036,0.527
262,Melee,Hybrid,BossWin,23.3,1.000,0,0,0,0,0,0.953,273.9,0.014,0.459,0.064,0.463
263,Hybrid,Ranged,BossWin,26.8,1.000,0,0,0,0,0,0.734,304.8,0.015,0.418,0.082,0.485
264,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.009,343.4,0.009,0.403,0.073,0.514
265,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.421,345.1,0.023,0.424,0.063,0.490
266,Melee,Hybrid,BossWin,25.8,1.000,0,0,0,0,0,1.036,302.2,0.007,0.430,0.062,0.501
267,Melee,CC,BossWin,27.8,1.000,0,0,0,0,0,0.950,333.7,0.017,0.515,0.061,0.406
268,Ranged,CC,BossWin,20.2,1.000,0,0,0,0,0,1.048,233.1,0.023,0.388,0.045,0.545
269,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.134,353.4,0.005,0.390,0.040,0.565
270,Hybrid,Ranged,BossWin,23.6,1.000,0,0,0,0,0,0.995,278.1,0.015,0.454,0.055,0.475
271,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.089,350.7,0.013,0.397,0.043,0.547
272,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.109,357.0,0.007,0.420,0.040,0.533
273,Ranged,Melee,BossWin,12.1,1.000,0,0,0,0,0,1.062,137.9,0.000,0.521,0.140,0.338
274,CC,Melee,BossWin,7.7,1.000,0,0,0,0,0,1.901,89.4,0.023,0.376,0.026,0.574
275,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.002,351.0,0.004,0.416,0.060,0.520
276,Melee,Hybrid,BossWin,14.3,1.000,0,0,0,0,0,1.162,169.4,0.015,0.441,0.049,0.495
277,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.085,354.5,0.009,0.400,0.037,0.554
278,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.330,343.8,0.007,0.400,0.073,0.520
279,Ranged,Hybrid,TouchTimeout_None,30.0,1.000,0,0,0,0,0,-0.834,353.2,0.003,0.391,0.043,0.563
280,Ranged,Hybrid,BossWin,14.9,1.000,0,0,0,0,0,1.227,178.2,0.019,0.497,0.054,0.430
281,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.434,337.6,0.010,0.370,0.077,0.543
282,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.208,340.5,0.023,0.383,0.060,0.533
283,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.516,339.3,0.027,0.437,0.083,0.453
284,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.022,357.3,0.000,0.430,0.050,0.520
285,Hybrid,Ranged,BossWin,12.4,1.000,0,0,0,0,0,1.182,150.8,0.024,0.523,0.040,0.412
286,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.331,331.8,0.027,0.383,0.083,0.507
287,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.116,344.2,0.007,0.420,0.080,0.493
288,CC,Hybrid,BossWin,25.5,1.000,0,0,0,0,0,0.964,297.9,0.020,0.416,0.047,0.517
289,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.413,349.4,0.019,0.463,0.070,0.447
290,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.167,351.0,0.009,0.421,0.057,0.513
291,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.448,328.4,0.026,0.393,0.100,0.481
292,Ranged,CC,BossWin,27.8,1.000,0,0,0,0,0,1.159,333.1,0.010,0.433,0.036,0.521
293,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.113,353.4,0.008,0.412,0.047,0.533
294,Ranged,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.015,348.9,0.015,0.410,0.053,0.522
295,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.139,342.0,0.021,0.413,0.070,0.495
296,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.185,353.2,0.015,0.419,0.043,0.523
297,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.010,351.5,0.008,0.413,0.053,0.525
298,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.011,358.7,0.005,0.420,0.037,0.539
299,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.238,349.1,0.015,0.403,0.050,0.532
300,Hybrid,Hybrid,BossWin,25.8,1.000,0,0,0,0,0,0.821,289.2,0.025,0.401,0.078,0.497
301,Ranged,Melee,BossWin,30.0,1.000,0,0,0,0,0,1.084,354.4,0.013,0.417,0.040,0.530
302,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.138,356.4,0.007,0.400,0.033,0.560
303,Melee,CC,BossWin,18.1,1.000,0,0,0,0,0,1.166,215.4,0.011,0.485,0.061,0.443
304,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.088,353.1,0.001,0.425,0.060,0.513
305,Hybrid,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.365,337.5,0.021,0.403,0.080,0.495
306,Ranged,CC,BossWin,15.5,1.000,0,0,0,0,0,1.155,186.2,0.003,0.481,0.058,0.459
307,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.193,351.3,0.005,0.413,0.057,0.525
308,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.110,348.7,0.015,0.395,0.047,0.543
309,Hybrid,Hybrid,BossWin,27.5,1.000,0,0,0,0,0,1.032,320.9,0.006,0.419,0.062,0.513
310,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.099,355.7,0.006,0.417,0.043,0.534
311,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.122,347.9,0.016,0.413,0.057,0.514
312,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.192,347.5,0.013,0.411,0.060,0.517
313,Hybrid,Hybrid,BossWin,22.5,1.000,0,0,0,0,0,1.143,263.8,0.008,0.378,0.036,0.578
314,Ranged,CC,BossWin,25.0,1.000,0,0,0,0,0,1.096,293.1,0.001,0.412,0.060,0.528
315,Hybrid,Ranged,BossWin,9.7,1.000,0,0,0,0,0,1.190,116.4,0.010,0.526,0.072,0.392
316,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.167,356.2,0.007,0.453,0.057,0.483
317,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.141,353.5,0.010,0.410,0.043,0.537
318,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-1.204,339.3,0.023,0.437,0.087,0.453
319,Ranged,CC,BossWin,10.7,1.000,0,0,0,0,0,1.201,127.8,0.009,0.495,0.065,0.430
320,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.227,347.4,0.007,0.380,0.053,0.560
321,Melee,Melee,BossWin,11.3,1.000,0,0,0,0,0,1.215,127.8,0.009,0.407,0.088,0.496
322,Melee,Melee,BossWin,26.1,1.000,0,0,0,0,0,1.064,308.7,0.019,0.451,0.046,0.483
323,Melee,CC,BossWin,9.0,1.000,0,0,0,0,0,1.253,109.0,0.004,0.536,0.067,0.393
324,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.120,354.1,0.003,0.420,0.053,0.524
325,Hybrid,Hybrid,BossWin,11.8,1.000,0,0,0,0,0,1.308,140.3,0.015,0.442,0.042,0.500
326,Ranged,Melee,TouchTimeout_None,30.0,1.000,0,0,0,0,0,-0.973,350.7,0.006,0.411,0.057,0.527
327,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.752,351.6,0.003,0.441,0.070,0.487
328,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.012,354.7,0.006,0.417,0.047,0.531
329,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.231,342.7,0.013,0.413,0.077,0.497
