episode_id,p1_archetype,p2_archetype,outcome,duration_sec,boss_hp_remaining,total_damage_to_boss,total_damage_to_players,p1_skills_unlocked,p2_skills_unlocked,phase_reached,cumulative_reward,boss_travel_dist,idle_ratio,fwd_ratio,rot_ratio,back_ratio
330,Ranged,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.141,356.2,0.003,0.397,0.037,0.564
331,Hybrid,CC,BossWin,19.8,1.000,0,0,0,0,0,1.102,229.8,0.009,0.420,0.066,0.505
332,CC,Ranged,BossWin,23.7,1.000,0,0,0,0,0,1.071,279.9,0.003,0.422,0.051,0.524
333,Ranged,Melee,BossWin,20.7,1.000,0,0,0,0,0,0.983,239.7,0.011,0.434,0.072,0.483
334,Hybrid,Hybrid,BossWin,12.1,1.000,0,0,0,0,0,1.106,140.7,0.002,0.486,0.099,0.413
335,CC,Hybrid,BossWin,19.3,1.000,0,0,0,0,0,1.079,229.1,0.001,0.469,0.067,0.462
336,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.273,356.7,0.002,0.383,0.030,0.585
337,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.015,346.9,0.012,0.373,0.047,0.568
338,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.431,338.8,0.022,0.415,0.080,0.483
339,Melee,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.262,355.6,0.005,0.368,0.023,0.603
340,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.234,340.8,0.012,0.445,0.097,0.447
341,Hybrid,CC,BossWin,22.0,1.000,0,0,0,0,0,0.980,255.9,0.003,0.433,0.073,0.492
342,Ranged,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.360,360.4,0.010,0.453,0.040,0.497
343,Ranged,Ranged,BossWin,16.5,1.000,0,0,0,0,0,1.168,193.8,0.000,0.453,0.073,0.474
344,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.239,347.8,0.011,0.402,0.057,0.530
345,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.307,360.0,0.001,0.430,0.040,0.529
346,Hybrid,Ranged,BossWin,28.1,1.000,0,0,0,0,0,1.006,336.9,0.009,0.455,0.046,0.490
347,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.288,355.5,0.003,0.370,0.027,0.600
348,Hybrid,Hybrid,BossWin,28.7,1.000,0,0,0,0,0,0.985,341.5,0.007,0.439,0.049,0.505
349,Melee,CC,BossWin,10.4,1.000,0,0,0,0,0,1.268,129.3,0.008,0.548,0.039,0.405
350,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.097,352.1,0.011,0.393,0.040,0.556
351,Melee,CC,BossWin,28.2,1.000,0,0,0,0,0,1.013,337.3,0.004,0.447,0.050,0.499
352,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.180,379.0,0.003,0.597,0.050,0.350
353,Ranged,Melee,BossWin,21.8,1.000,0,0,0,0,0,1.248,271.7,0.008,0.536,0.037,0.419
354,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.097,360.3,0.011,0.483,0.052,0.453
355,Ranged,CC,BossWin,6.1,1.000,0,0,0,0,0,1.227,70.8,0.023,0.548,0.099,0.330
356,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.144,352.5,0.013,0.424,0.050,0.513
357,Melee,Melee,BossWin,19.3,1.000,0,0,0,0,0,1.014,227.0,0.015,0.477,0.067,0.441
358,Ranged,CC,BossWin,8.8,1.000,0,0,0,0,0,1.346,105.6,0.002,0.484,0.057,0.457
359,CC,Ranged,BossWin,16.0,1.000,0,0,0,0,0,1.038,185.1,0.010,0.447,0.081,0.462
360,Melee,Melee,BossWin,20.5,1.000,0,0,0,0,0,1.314,252.9,0.007,0.487,0.029,0.477
361,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.190,352.9,0.000,0.367,0.037,0.597
362,Melee,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.065,367.3,0.007,0.567,0.070,0.357
363,CC,CC,BossWin,10.7,1.000,0,0,0,0,0,1.288,125.0,0.000,0.447,0.075,0.478
364,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.790,364.2,0.005,0.500,0.053,0.442
365,Hybrid,Ranged,BossWin,20.7,1.000,0,0,0,0,0,1.131,250.2,0.002,0.467,0.048,0.483
366,Hybrid,Ranged,BossWin,9.4,1.000,0,0,0,0,0,1.230,114.0,0.013,0.528,0.053,0.406
367,CC,Melee,BossWin,6.2,1.000,0,0,0,0,0,1.409,71.7,0.010,0.371,0.048,0.571
368,Melee,CC,BossWin,29.2,1.000,0,0,0,0,0,1.028,349.6,0.002,0.474,0.062,0.462
369,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.033,347.9,0.001,0.387,0.060,0.552
370,CC,CC,BossWin,10.4,1.000,0,0,0,0,0,1.126,121.7,0.023,0.489,0.077,0.412
371,Ranged,CC,BossWin,19.2,1.000,0,0,0,0,0,1.145,224.7,0.000,0.422,0.068,0.510
372,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.296,350.8,0.003,0.450,0.077,0.471
373,Ranged,Melee,BossWin,18.1,1.000,0,0,0,0,0,1.200,216.6,0.015,0.481,0.050,0.454
374,CC,Ranged,BossWin,23.7,1.000,0,0,0,0,0,1.143,277.5,0.000,0.409,0.059,0.532
375,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.059,350.4,0.004,0.419,0.063,0.513
376,CC,Ranged,BossWin,22.6,1.000,0,0,0,0,0,1.090,271.5,0.001,0.460,0.053,0.486
377,Melee,Ranged,BossWin,16.0,1.000,0,0,0,0,0,0.960,181.7,0.013,0.438,0.094,0.456
378,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.208,346.3,0.000,0.427,0.083,0.490
379,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.369,355.2,0.007,0.453,0.060,0.480
380,CC,CC,BossWin,9.4,1.000,0,0,0,0,0,1.389,118.4,0.000,0.564,0.043,0.394
381,Ranged,Melee,BossWin,10.3,1.000,0,0,0,0,0,1.273,126.8,0.000,0.515,0.049,0.437
382,Hybrid,CC,BossWin,14.2,1.000,0,0,0,0,0,1.111,168.5,0.007,0.492,0.071,0.431
383,CC,Hybrid,BossWin,12.1,1.000,0,0,0,0,0,1.163,143.7,0.003,0.559,0.107,0.330
384,CC,CC,BossWin,11.3,1.000,0,0,0,0,0,1.083,128.4,0.002,0.474,0.115,0.409
385,Melee,Ranged,BossWin,10.9,1.000,0,0,0,0,0,1.673,130.8,0.006,0.517,0.073,0.404
386,Melee,CC,BossWin,20.3,1.000,0,0,0,0,0,1.034,234.6,0.018,0.454,0.074,0.454
387,Hybrid,CC,BossWin,27.4,1.000,0,0,0,0,0,1.047,326.2,0.000,0.434,0.051,0.515
388,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.187,371.5,0.001,0.529,0.047,0.423
389,CC,Melee,BossWin,15.7,1.000,0,0,0,0,0,1.301,186.8,0.001,0.424,0.045,0.530
390,Ranged,Melee,BossWin,15.5,1.000,0,0,0,0,0,1.079,175.4,0.017,0.434,0.090,0.459
391,Hybrid,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.179,355.5,0.003,0.454,0.063,0.480
392,Ranged,Ranged,BossWin,24.2,1.000,0,0,0,0,0,0.940,295.8,0.012,0.555,0.062,0.372
393,Hybrid,Melee,BossWin,29.4,1.000,0,0,0,0,0,0.507,326.0,0.006,0.435,0.126,0.433
394,Ranged,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,0.044,353.8,0.011,0.462,0.063,0.463
395,Hybrid,Hybrid,BossWin,27.5,1.000,0,0,0,0,0,1.045,320.4,0.001,0.399,0.062,0.537
396,CC,CC,BossWin,14.7,1.000,0,0,0,0,0,1.046,174.2,0.000,0.518,0.095,0.387
397,Melee,Ranged,BossWin,27.0,1.000,0,0,0,0,0,1.077,325.5,0.007,0.456,0.041,0.496
398,Hybrid,Ranged,BossWin,13.1,1.000,0,0,0,0,0,1.074,147.6,0.029,0.461,0.099,0.411
399,Hybrid,Hybrid,BossWin,16.6,1.000,0,0,0,0,0,1.234,200.6,0.002,0.498,0.060,0.440
400,Hybrid,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.277,338.9,0.015,0.413,0.087,0.485
401,CC,Hybrid,BossWin,11.1,1.000,0,0,0,0,0,1.292,131.4,0.004,0.448,0.063,0.486
402,CC,CC,BossWin,27.0,1.000,0,0,0,0,0,1.047,324.6,0.001,0.496,0.067,0.437
403,Ranged,Melee,BossWin,8.0,1.000,0,0,0,0,0,1.283,98.3,0.003,0.548,0.063,0.388
404,CC,Ranged,BossWin,29.3,1.000,0,0,0,0,0,0.591,334.6,0.004,0.463,0.106,0.427
405,Melee,Ranged,BossWin,16.2,1.000,0,0,0,0,0,1.049,189.2,0.002,0.462,0.086,0.450
406,Ranged,Hybrid,BossWin,6.7,1.000,0,0,0,0,0,1.192,79.8,0.000,0.610,0.120,0.270
407,CC,Melee,BossWin,16.4,1.000,0,0,0,0,0,1.108,185.4,0.002,0.405,0.092,0.501
408,Ranged,CC,BossWin,15.0,1.000,0,0,0,0,0,1.174,182.3,0.012,0.496,0.047,0.445
409,Melee,Melee,BossWin,10.1,1.000,0,0,0,0,0,1.159,118.7,0.004,0.483,0.089,0.424
410,Melee,Ranged,BossWin,9.6,1.000,0,0,0,0,0,1.312,117.2,0.010,0.530,0.052,0.407
411,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.483,360.1,0.007,0.553,0.087,0.353
412,Hybrid,Melee,BossWin,6.4,1.000,0,0,0,0,0,1.241,78.6,0.003,0.622,0.094,0.281
413,Ranged,Hybrid,BossWin,13.4,1.000,0,0,0,0,0,1.054,158.1,0.009,0.536,0.097,0.358
414,CC,Hybrid,BossWin,12.6,1.000,0,0,0,0,0,1.239,161.3,0.002,0.625,0.048,0.325
415,Hybrid,Hybrid,BossWin,13.9,1.000,0,0,0,0,0,1.151,159.2,0.016,0.425,0.079,0.481
416,CC,CC,BossWin,19.6,1.000,0,0,0,0,0,1.002,225.9,0.009,0.469,0.092,0.429
417,Melee,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.111,358.0,0.001,0.437,0.050,0.513
418,Hybrid,CC,BossWin,10.6,1.000,0,0,0,0,0,1.039,125.9,0.002,0.612,0.132,0.254
419,Melee,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.207,343.3,0.010,0.397,0.070,0.523
420,Melee,CC,BossWin,16.4,1.000,0,0,0,0,0,1.218,206.4,0.000,0.616,0.067,0.317
421,Hybrid,Melee,BossWin,26.4,1.000,0,0,0,0,0,0.712,307.1,0.007,0.486,0.095,0.413
422,Hybrid,Melee,BossWin,22.8,1.000,0,0,0,0,0,1.020,278.0,0.003,0.520,0.061,0.416
423,Melee,Hybrid,BossWin,9.7,1.000,0,0,0,0,0,1.742,119.0,0.002,0.535,0.062,0.401
424,Ranged,Melee,BossWin,5.3,1.000,0,0,0,0,0,1.441,62.1,0.000,0.380,0.038,0.582
425,CC,Hybrid,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.299,347.4,0.005,0.422,0.073,0.500
426,Hybrid,Hybrid,BossWin,7.8,1.000,0,0,0,0,0,1.253,94.7,0.018,0.547,0.064,0.371
427,CC,Hybrid,BossWin,28.5,1.000,0,0,0,0,0,0.915,342.4,0.001,0.523,0.081,0.396
428,Melee,CC,BossWin,28.3,1.000,0,0,0,0,0,0.787,333.0,0.010,0.488,0.078,0.424
429,CC,Melee,BossWin,11.7,1.000,0,0,0,0,0,1.698,141.0,0.009,0.504,0.060,0.427
430,CC,CC,BossWin,7.0,1.000,0,0,0,0,0,1.365,86.6,0.014,0.598,0.057,0.330
431,CC,Melee,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.702,376.8,0.005,0.617,0.063,0.315
432,Ranged,Ranged,BossWin,8.8,1.000,0,0,0,0,0,1.209,109.5,0.005,0.642,0.080,0.274
433,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.854,379.3,0.006,0.630,0.060,0.304
434,CC,CC,BossWin,10.4,1.000,0,0,0,0,0,1.147,122.3,0.017,0.510,0.077,0.396
435,Melee,Ranged,BossWin,9.4,1.000,0,0,0,0,0,1.255,122.3,0.002,0.699,0.053,0.246
436,CC,Hybrid,BossWin,20.1,1.000,0,0,0,0,0,0.951,236.1,0.008,0.476,0.079,0.437
437,CC,Melee,BossWin,10.6,1.000,0,0,0,0,0,1.247,123.8,0.002,0.469,0.085,0.444
438,Hybrid,Hybrid,BossWin,7.7,1.000,0,0,0,0,0,1.275,96.0,0.005,0.616,0.065,0.313
439,Melee,Ranged,BossWin,10.6,1.000,0,0,0,0,0,1.195,127.2,0.017,0.522,0.066,0.395
440,CC,Melee,BossWin,6.9,1.000,0,0,0,0,0,1.382,87.0,0.009,0.616,0.058,0.318
441,Hybrid,CC,BossWin,12.0,1.000,0,0,0,0,0,1.235,138.9,0.003,0.432,0.083,0.482
442,Hybrid,Hybrid,BossWin,6.8,1.000,0,0,0,0,0,1.747,82.2,0.015,0.559,0.074,0.353
443,Hybrid,Hybrid,BossWin,16.5,1.000,0,0,0,0,0,1.117,194.9,0.000,0.496,0.085,0.419
444,Hybrid,CC,BossWin,7.6,1.000,0,0,0,0,0,1.289,90.8,0.018,0.586,0.092,0.303
445,Hybrid,Ranged,BossWin,15.1,1.000,0,0,0,0,0,1.080,176.4,0.004,0.465,0.080,0.452
446,Ranged,Melee,BossWin,21.2,1.000,0,0,0,0,0,0.864,257.0,0.014,0.594,0.085,0.307
447,Ranged,Melee,BossWin,7.8,1.000,0,0,0,0,0,1.222,92.7,0.028,0.613,0.103,0.256
448,Hybrid,Ranged,BossWin,5.2,1.000,0,0,0,0,0,1.298,59.8,0.004,0.570,0.136,0.291
449,Ranged,Ranged,BossWin,8.4,1.000,0,0,0,0,0,1.741,95.7,0.007,0.458,0.107,0.428
450,Hybrid,Ranged,BossWin,12.5,1.000,0,0,0,0,0,0.981,144.9,0.019,0.549,0.112,0.320
451,Melee,Hybrid,BossWin,15.6,1.000,0,0,0,0,0,1.035,183.3,0.015,0.486,0.077,0.422
452,CC,Ranged,BossWin,15.6,1.000,0,0,0,0,0,1.115,189.8,0.006,0.538,0.064,0.392
453,Hybrid,Hybrid,BossWin,9.6,1.000,0,0,0,0,0,1.235,118.1,0.023,0.562,0.052,0.363
454,Hybrid,Melee,BossWin,12.1,1.000,0,0,0,0,0,1.229,149.0,0.007,0.601,0.082,0.310
455,Melee,Ranged,BossWin,7.4,1.000,0,0,0,0,0,1.237,91.2,0.005,0.591,0.081,0.323
456,Ranged,Ranged,BossWin,20.3,1.000,0,0,0,0,0,0.947,239.9,0.025,0.494,0.064,0.418
457,CC,Ranged,BossWin,11.0,1.000,0,0,0,0,0,1.225,135.2,0.005,0.532,0.054,0.408
458,Melee,Hybrid,BossWin,16.9,1.000,0,0,0,0,0,1.101,204.6,0.002,0.525,0.071,0.402
459,Ranged,CC,BossWin,28.0,1.000,0,0,0,0,0,0.918,346.3,0.008,0.596,0.071,0.325
460,Melee,Hybrid,BossWin,19.4,1.000,0,0,0,0,0,1.065,161.1,0.004,0.486,0.067,0.443
461,Melee,Melee,BossWin,7.9,1.000,0,0,0,0,0,1.250,55.8,0.020,0.649,0.051,0.280
462,CC,Ranged,BossWin,20.1,1.000,0,0,0,0,0,0.914,137.8,0.005,0.603,0.089,0.303
463,Ranged,CC,BossWin,28.3,1.000,0,0,0,0,0,0.850,189.2,0.006,0.493,0.071,0.430
464,Melee,Ranged,BossWin,7.6,1.000,0,0,0,0,0,1.350,52.5,0.003,0.575,0.066,0.356
465,CC,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.676,213.1,0.005,0.637,0.060,0.299
466,Hybrid,CC,BossWin,7.5,1.000,0,0,0,0,0,1.293,51.1,0.005,0.584,0.093,0.318
467,Hybrid,Hybrid,BossWin,15.9,1.000,0,0,0,0,0,1.125,111.6,0.000,0.611,0.069,0.320
468,CC,Melee,BossWin,8.8,1.000,0,0,0,0,0,1.253,56.8,0.009,0.481,0.102,0.408
469,CC,Ranged,BossWin,18.2,1.000,0,0,0,0,0,1.039,127.6,0.009,0.629,0.071,0.291
470,Hybrid,CC,BossWin,6.3,1.000,0,0,0,0,0,1.259,44.0,0.003,0.632,0.079,0.286
471,Hybrid,CC,BossWin,10.7,1.000,0,0,0,0,0,1.207,74.1,0.002,0.604,0.075,0.319
472,Ranged,Hybrid,BossWin,14.6,1.000,0,0,0,0,0,0.993,101.6,0.004,0.668,0.102,0.225
473,Ranged,Ranged,BossWin,11.4,1.000,0,0,0,0,0,1.282,85.5,0.002,0.744,0.044,0.210
474,CC,Ranged,BossWin,6.6,1.000,0,0,0,0,0,1.272,43.5,0.015,0.574,0.106,0.304
475,Hybrid,Ranged,BossWin,8.0,1.000,0,0,0,0,0,1.278,59.0,0.002,0.736,0.062,0.200
476,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.197,207.7,0.010,0.617,0.077,0.297
477,CC,Melee,BossWin,13.8,1.000,0,0,0,0,0,1.144,89.7,0.007,0.470,0.087,0.435
478,CC,Hybrid,BossWin,15.6,1.000,0,0,0,0,0,1.069,103.8,0.020,0.558,0.090,0.332
479,CC,Hybrid,BossWin,24.8,1.000,0,0,0,0,0,0.951,171.4,0.007,0.610,0.081,0.302
480,Ranged,Melee,BossWin,9.6,1.000,0,0,0,0,0,1.300,67.2,0.015,0.630,0.063,0.292
481,Ranged,CC,BossWin,5.8,1.000,0,0,0,0,0,1.271,42.8,0.010,0.817,0.086,0.086
482,Ranged,Melee,BossWin,8.1,1.000,0,0,0,0,0,1.314,57.0,0.007,0.658,0.074,0.260
483,Melee,Ranged,BossWin,13.7,1.000,0,0,0,0,0,1.132,95.8,0.013,0.601,0.058,0.328
484,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.189,205.7,0.015,0.609,0.080,0.297
485,CC,CC,BossWin,7.9,1.000,0,0,0,0,0,1.274,57.5,0.005,0.716,0.063,0.215
486,CC,Melee,BossWin,14.1,1.000,0,0,0,0,0,0.975,96.3,0.010,0.664,0.113,0.213
487,Melee,Ranged,BossWin,17.2,1.000,0,0,0,0,0,1.026,116.8,0.002,0.597,0.099,0.302
488,Melee,CC,BossWin,4.1,1.000,0,0,0,0,0,1.803,29.9,0.010,0.770,0.074,0.147
489,CC,Ranged,BossWin,7.0,1.000,0,0,0,0,0,1.381,51.6,0.009,0.735,0.057,0.199
490,Melee,Melee,BossWin,6.1,1.000,0,0,0,0,0,1.916,40.0,0.007,0.368,0.033,0.592
491,Melee,Hybrid,BossWin,4.7,1.000,0,0,0,0,0,1.849,33.3,0.013,0.691,0.085,0.212
492,Ranged,Melee,BossWin,5.9,1.000,0,0,0,0,0,1.197,40.4,0.024,0.657,0.101,0.219
493,CC,Melee,BossWin,6.1,1.000,0,0,0,0,0,1.362,43.1,0.000,0.623,0.066,0.311
494,Hybrid,Ranged,BossWin,9.8,1.000,0,0,0,0,0,1.295,69.0,0.010,0.641,0.061,0.287
495,Melee,CC,BossWin,10.0,1.000,0,0,0,0,0,1.269,67.0,0.014,0.517,0.070,0.399
496,CC,Hybrid,BossWin,10.2,1.000,0,0,0,0,0,1.269,66.6,0.002,0.469,0.088,0.441
497,Hybrid,Hybrid,BossWin,7.7,1.000,0,0,0,0,0,1.188,51.8,0.028,0.571,0.078,0.323
498,Ranged,Ranged,BossWin,10.2,1.000,0,0,0,0,0,1.216,73.8,0.008,0.726,0.069,0.197
499,Ranged,Hybrid,BossWin,19.6,1.000,0,0,0,0,0,0.925,136.8,0.001,0.672,0.097,0.230
500,Melee,Hybrid,BossWin,5.2,1.000,0,0,0,0,0,1.281,33.6,0.011,0.605,0.153,0.230
501,Melee,Ranged,BossWin,7.6,1.000,0,0,0,0,0,1.667,52.0,0.018,0.646,0.092,0.243
502,CC,Melee,BossWin,6.0,1.000,0,0,0,0,0,1.250,38.3,0.010,0.533,0.133,0.323
503,Hybrid,CC,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.156,206.2,0.005,0.625,0.093,0.277
504,Ranged,Ranged,BossWin,10.6,1.000,0,0,0,0,0,1.247,78.6,0.006,0.750,0.056,0.188
505,Ranged,CC,BossWin,10.0,1.000,0,0,0,0,0,1.289,67.0,0.004,0.517,0.080,0.399
506,Hybrid,Ranged,BossWin,14.5,1.000,0,0,0,0,0,1.103,99.5,0.008,0.565,0.069,0.358
507,Melee,Ranged,BossWin,5.8,1.000,0,0,0,0,0,1.373,41.4,0.000,0.671,0.069,0.260
508,Melee,Ranged,BossWin,12.9,1.000,0,0,0,0,0,1.169,86.6,0.017,0.565,0.085,0.333
509,Ranged,CC,BossWin,17.3,1.000,0,0,0,0,0,1.166,120.0,0.006,0.600,0.070,0.324
510,CC,Melee,BossWin,7.2,1.000,0,0,0,0,0,1.712,44.9,0.006,0.481,0.139,0.375
511,CC,Melee,BossWin,6.0,1.000,0,0,0,0,0,1.233,41.3,0.007,0.659,0.100,0.234
512,CC,Hybrid,BossWin,11.0,1.000,0,0,0,0,0,1.278,78.7,0.015,0.694,0.064,0.228
513,Melee,Melee,BossWin,8.0,1.000,0,0,0,0,0,1.228,50.9,0.022,0.441,0.087,0.449
514,Hybrid,Melee,BossWin,4.4,1.000,0,0,0,0,0,1.673,26.3,0.014,0.507,0.183,0.297
515,Melee,CC,BossWin,5.5,1.000,0,0,0,0,0,1.376,39.2,0.014,0.679,0.072,0.235
516,CC,Melee,BossWin,6.3,1.000,0,0,0,0,0,1.769,38.7,0.022,0.435,0.112,0.431
517,CC,CC,BossWin,5.6,1.000,0,0,0,0,0,1.264,40.2,0.014,0.754,0.089,0.143
518,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.078,203.9,0.003,0.541,0.073,0.383
519,Melee,CC,BossWin,4.6,1.000,0,0,0,0,0,1.792,30.7,0.039,0.677,0.109,0.175
520,Melee,Hybrid,BossWin,10.4,1.000,0,0,0,0,0,1.199,68.5,0.019,0.509,0.077,0.395
521,CC,Ranged,TouchTimeout_Partial,30.0,1.000,0,0,0,0,0,-0.534,198.2,0.001,0.593,0.130,0.277
522,Melee,Ranged,BossWin,11.2,1.000,0,0,0,0,0,1.166,73.0,0.011,0.533,0.107,0.349
523,Ranged,Hybrid,BossWin,6.4,1.000,0,0,0,0,0,1.377,46.9,0.006,0.714,0.062,0.217
524,CC,Ranged,BossWin,9.1,1.000,0,0,0,0,0,1.239,65.3,0.000,0.660,0.066,0.274
525,CC,Ranged,BossWin,17.0,1.000,0,0,0,0,0,1.197,126.5,0.005,0.730,0.041,0.224
526,CC,Hybrid,BossWin,13.9,1.000,0,0,0,0,0,1.216,97.0,0.000,0.625,0.079,0.295
527,Ranged,CC,BossWin,10.7,1.000,0,0,0,0,0,1.210,70.8,0.002,0.548,0.103,0.347
528,Hybrid,Hybrid,BossWin,5.4,1.000,0,0,0,0,0,1.736,32.6,0.048,0.487,0.130,0.335
529,CC,Melee,BossWin,24.5,1.000,0,0,0,0,0,0.939,171.9,0.003,0.663,0.090,0.244
530,Hybrid,CC,BossWin,10.0,1.000,0,0,0,0,0,1.161,68.0,0.024,0.594,0.070,0.311
531,Melee,CC,BossWin,7.0,1.000,0,0,0,0,0,1.242,49.2,0.011,0.675,0.085,0.228
532,CC,Hybrid,BossWin,8.5,1.000,0,0,0,0,0,1.265,55.1,0.019,0.475,0.082,0.424
533,Melee,Melee,BossWin,5.3,1.000,0,0,0,0,0,1.719,34.9,0.011,0.528,0.094,0.366
534,Melee,Melee,BossWin,9.0,1.000,0,0,0,0,0,1.158,58.2,0.018,0.592,0.134,0.256
535,Ranged,CC,BossWin,22.5,1.000,0,0,0,0,0,1.022,154.6,0.004,0.584,0.080,0.333
536,CC,Ranged,BossWin,8.4,1.000,0,0,0,0,0,1.293,58.6,0.005,0.628,0.083,0.284
537,CC,Hybrid,BossWin,5.2,1.000,0,0,0,0,0,1.276,37.5,0.000,0.750,0.096,0.154
538,Ranged,Hybrid,BossWin,10.1,1.000,0,0,0,0,0,1.114,69.5,0.000,0.662,0.109,0.229
539,CC,Hybrid,BossWin,7.1,1.000,0,0,0,0,0,1.724,51.0,0.006,0.768,0.099,0.127
540,Hybrid,Melee,BossWin,3.9,1.000,0,0,0,0,0,1.698,24.4,0.041,0.600,0.154,0.205
541,Melee,Ranged,BossWin,14.4,1.000,0,0,0,0,0,1.000,96.4,0.018,0.585,0.091,0.306
542,Hybrid,CC,BossWin,18.3,1.000,0,0,0,0,0,1.068,128.6,0.000,0.672,0.093,0.235
543,Ranged,Hybrid,BossWin,27.4,1.000,0,0,0,0,0,0.880,189.8,0.000,0.616,0.084,0.300
